locus_tag,product,5GB1_vial_wLa_TR3,5GB1_vial_woLa_TR2
MBURv2_60278,conserved protein of unknown function,48,65
MBURv2_60279,transposase (fragment),30,35
MBURv2_60280,protein of unknown function,73,95
MBURv2_60281,Retron-type reverse transcriptase (fragment),60,41
MBURv2_60282,transposase,18,14
MBURv2_60283,conserved protein of unknown function,37,73
MBURv2_60284,conserved protein of unknown function,105,124
MBURv2_60285,protein of unknown function,7,4
MBURv2_60286,conserved protein of unknown function,13,5
MBURv2_60287,transposase,8,1
MBURv2_60288,conserved protein of unknown function,19,17
MBURv2_60289,conserved protein of unknown function,39,64
MBURv2_60290,conserved protein of unknown function,3,4
MBURv2_60291,putative excisionase,56,76
MBURv2_60292,conserved protein of unknown function,19,87
MBURv2_60293,conserved protein of unknown function,34,41
MBURv2_60294,protein of unknown function,7,33
MBURv2_60295,protein of unknown function,13,34
MBURv2_60296,putative Integrase family protein,33,47
MBURv2_60297,conserved protein of unknown function,225,198
MBURv2_60298,conserved protein of unknown function,117,167
MBURv2_60299,Virulence-associated protein B,163,163
MBURv2_60300,"Integrating conjugative element relaxase, PFGI-1 class",63,47
MBURv2_60301,protein of unknown function,92,62
MBURv2_60302,protein of unknown function,94,68
MBURv2_60303,protein of unknown function,102,69
MBURv2_60304,Diguanylate cyclase with PAS/PAC sensor,111,105
MBURv2_60305,Cytosine deaminase (fragment),57,52
MBURv2_60306,Integrase catalytic region,8,5
MBURv2_60307,conserved protein of unknown function,0,0
MBURv2_60308,Glyoxalase/bleomycin resistance protein/dioxygenase,137,116
MBURv2_60309,Glutathione peroxidase,91,82
MBURv2_60310,protein of unknown function,19,15
MBURv2_60311,conserved protein of unknown function,9,10
MBURv2_60312,conserved protein of unknown function,96,83
MBURv2_60313,conserved protein of unknown function,55,47
MBURv2_60314,conserved protein of unknown function,29,28
MBURv2_60315,exported protein of unknown function,13,19
MBURv2_60316,"DNA polymerase V, subunit D",21,13
MBURv2_60317,"DNA polymerase V, subunit C",10,9
MBURv2_60318,transposase,0,4
MBURv2_60319,Integrase catalytic region,0,0
MBURv2_60320,Integral membrane sensor signal transduction histidine kinase (fragment),51,42
MBURv2_60321,putative Response regulator receiver protein,24,15
MBURv2_60322,putative Cytochrome P450,24,29
MBURv2_60323,putative TonB-dependent receptor plug,46,37
MBURv2_60324,conserved protein of unknown function,7,6
MBURv2_60325,pleiotropic regulatory protein for carbon source metabolism,1710,1505
MBURv2_60326,aspartate kinase,396,340
MBURv2_60327,alanyl-tRNA synthetase,214,181
MBURv2_60328,Regulatory protein RecX,173,132
MBURv2_60329,DNA strand exchange and recombination protein with protease and nuclease activity,137,148
MBURv2_60330,conserved protein of unknown function,53,48
MBURv2_60331,conserved protein of unknown function,0,0
MBURv2_60332,Integrase catalytic region,0,3
MBURv2_60333,conserved protein of unknown function,68,89
MBURv2_60334,Lipid-A-disaccharide synthase,58,45
MBURv2_60335,Pleiotropic regulatory protein,131,108
MBURv2_60336,Oxidoreductase domain protein,130,119
MBURv2_60337,putative phosphoketolase 1,239,261
MBURv2_60338,Acetate kinase,76,79
MBURv2_60339,protein of unknown function,180,187
MBURv2_60340,Ketopantoate reductase ApbA/PanE domain protein,90,89
MBURv2_60341,putative membrane protein,95,90
MBURv2_60342,"Hydroxyacylglutathione hydrolase 3, mitochondrial",195,159
MBURv2_60343,putative sucrose phosphorylase,59,56
MBURv2_60344,conserved membrane protein of unknown function,91,67
MBURv2_60345,"fructose-1,6-bisphosphatase",203,169
MBURv2_60346,putative peroxiredoxin bcp,1200,960
MBURv2_60347,Aminotransferase class I and II,65,42
MBURv2_60348,"DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein",375,359
MBURv2_60349,glutamyl-Q tRNA(Asp) synthetase,142,87
MBURv2_60350,protein of unknown function,332,368
MBURv2_60351,acetyl-CoA synthetase,120,123
MBURv2_60352,"sulfate adenylyltransferase, subunit 2",344,282
MBURv2_60353,S23 ribosomal protein,171,216
MBURv2_60354,"ATP-sulfurylase, subunit 1",248,258
MBURv2_60355,Diguanylate cyclase,74,64
MBURv2_60356,protein of unknown function,62,69
MBURv2_60357,chemotaxis regulator transmitting signal to flagellar motor component,558,509
MBURv2_60358,fused chemotactic sensory histidine kinase in two-component regulatory system with CheB and CheY: sensory histidine kinase ; sig,199,163
MBURv2_60359,purine-binding chemotaxis protein,80,104
MBURv2_60360,Methyl-accepting chemotaxis sensory transducer with Pas/Pac sensor,219,187
MBURv2_60361,purine-binding chemotaxis protein,145,161
MBURv2_60362,conserved protein of unknown function,91,117
MBURv2_60363,"chemotaxis regulator, protein-glutamate methyltransferase",102,72
MBURv2_60364,putative chemoreceptor glutamine deamidase CheD,76,87
MBURv2_60365,fused chemotaxis regulator ; protein-glutamate methylesterase in two-component regulatory system with CheA,99,78
MBURv2_60366,Methyl-accepting chemotaxis sensory transducer,115,93
MBURv2_60367,Stage II sporulation protein,66,106
MBURv2_60368,conserved protein of unknown function,16,29
MBURv2_60369,protein of unknown function,0,0
MBURv2_60370,Methyl-accepting chemotaxis protein,85,99
MBURv2_60371,Metallo-beta-lactamase family protein,114,97
MBURv2_60372,Multi-sensor hybrid histidine kinase (Modular protein),45,35
MBURv2_60373,putative Histidine kinase,38,34
MBURv2_60374,Response regulator receiver modulated metal dependent phosphohydrolase,67,49
MBURv2_60375,putative Two-component hybrid sensor and regulator,22,30
MBURv2_60376,putative Histidine kinase,33,44
MBURv2_60377,Response regulator receiver domain protein (CheY-like),132,94
MBURv2_60378,Response regulator receiver modulated diguanylate cyclase,81,55
MBURv2_60379,protein of unknown function,105,74
MBURv2_60380,Copper-repressible polypeptide,545,1006
MBURv2_60381,CorB,60,101
MBURv2_60382,Polyphosphate kinase,47,50
MBURv2_60383,Iron-containing alcohol dehydrogenase,85,97
MBURv2_60384,Autoinducer 2-degrading protein LsrG,216,218
MBURv2_60385,conserved membrane protein of unknown function,56,70
MBURv2_60386,putative suppressor for copper-sensitivity D,26,37
MBURv2_60387,conserved protein of unknown function,63,43
MBURv2_60388,Group 2 truncated hemoglobin YjbI,14,21
MBURv2_60389,Cysteine desulfurase,16,10
MBURv2_60390,Peptidase M15A,18,12
MBURv2_60391,conserved protein of unknown function,41,53
MBURv2_60392,conserved protein of unknown function,76,126
MBURv2_60393,conserved protein of unknown function,58,115
MBURv2_60394,protein of unknown function,5,15
MBURv2_60395,conserved protein of unknown function,57,91
MBURv2_60396,conserved protein of unknown function,85,100
MBURv2_60397,Curli production assembly/transport component CsgG,102,106
MBURv2_60398,conserved protein of unknown function,63,73
MBURv2_60399,conserved protein of unknown function,51,89
MBURv2_60400,conserved protein of unknown function,85,102
MBURv2_60401,protein of unknown function,34,35
MBURv2_60402,protein of unknown function,56,71
MBURv2_60403,conserved protein of unknown function,81,81
MBURv2_60404,conserved protein of unknown function,586,340
MBURv2_60405,conserved protein of unknown function,386,314
MBURv2_60406,protein of unknown function,289,172
MBURv2_60407,protein of unknown function,159,81
MBURv2_60408,conserved protein of unknown function,36,8
MBURv2_60409,protein of unknown function,10,12
MBURv2_70001,Plasmid stabilization system,422,389
MBURv2_70002,conserved protein of unknown function,298,299
MBURv2_70003,protein of unknown function,224,146
MBURv2_80001,conserved protein of unknown function,15,4
MBURv2_80002,protein of unknown function,85,69
MBURv2_80003,conserved protein of unknown function,26,24
MBURv2_80004,protein of unknown function,29,24
MBURv2_80005,protein of unknown function,48,44
MBURv2_80006,protein of unknown function,57,41
MBURv2_80007,conserved protein of unknown function,74,45
MBURv2_80008,conserved protein of unknown function,86,44
MBURv2_80009,protein of unknown function,18,15
MBURv2_80010,protein of unknown function,0,4
MBURv2_80011,transposase,0,1
MBURv2_80012,Phosphoadenosine phosphosulfate reductase (fragment),116,112
MBURv2_80013,protein of unknown function,75,37
MBURv2_80014,conserved protein of unknown function,55,64
MBURv2_80015,protein of unknown function,92,125
MBURv2_80016,conserved protein of unknown function,89,75
MBURv2_80017,conserved protein of unknown function,74,40
MBURv2_80018,conserved protein of unknown function,49,85
MBURv2_80019,conserved protein of unknown function,15,18
MBURv2_80020,conserved protein of unknown function,28,28
MBURv2_80021,conserved hypothetical protein; putative inner membrane protein,903,941
MBURv2_80022,conserved exported protein of unknown function,231,201
MBURv2_80023,peptidyl-tRNA hydrolase,66,88
MBURv2_80024,"Transcriptional regulator, MerR family",1195,1096
MBURv2_80025,"integration host factor (IHF), DNA-binding protein, alpha subunit",314,396
MBURv2_80026,"phenylalanine tRNA synthetase, beta subunit",97,90
MBURv2_80027,"phenylalanine tRNA synthetase, alpha subunit",76,68
MBURv2_80028,50S ribosomal subunit protein L20,1051,929
MBURv2_80029,protein chain initiation factor IF-3,2605,2574
MBURv2_80030,threonyl-tRNA synthetase,281,295
MBURv2_80031,protein of unknown function,71,66
MBURv2_80032,conserved protein of unknown function,87,182
MBURv2_80033,putative heme oxygenase,108,88
MBURv2_80034,putative PAS/PAC sensor protein,68,82
MBURv2_80035,conserved protein of unknown function,61,51
MBURv2_80036,conserved protein of unknown function,132,121
MBURv2_80037,"excinulease of nucleotide excision repair, DNA damage recognition component",65,47
MBURv2_80038,aspartate aminotransferase A,181,177
MBURv2_80039,protein of unknown function,197,210
MBURv2_80040,conserved exported protein of unknown function,204,281
MBURv2_80041,conserved exported protein of unknown function,345,381
MBURv2_80042,conserved protein of unknown function,0,0
MBURv2_80043,protein of unknown function,61,94
MBURv2_80044,putative protein involved in divalent ion export,87,75
MBURv2_80045,putative metal-dependent hydrolase,49,72
MBURv2_80046,putative enzyme with nucleoside triphosphate hydrolase domain,85,78
MBURv2_80047,isopentenyl-adenosine A37 tRNA methylthiolase,213,223
MBURv2_80048,conserved exported protein of unknown function,133,114
MBURv2_80049,"NAD synthetase, NH3/glutamine-dependent",135,113
MBURv2_80050,protein of unknown function,142,226
MBURv2_80051,putative 3-mercaptopyruvate sulfurtransferase,158,147
MBURv2_80052,Quinone oxidoreductase PIG3,171,167
MBURv2_80053,Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),165,173
MBURv2_80054,conserved protein of unknown function,772,661
MBURv2_80055,Fatty acid hydroxylase,113,100
MBURv2_80056,conserved membrane protein of unknown function,30,32
MBURv2_80057,putative Multi-sensor signal transduction histidine kinase,51,47
MBURv2_80058,Response regulator receiver protein,90,95
MBURv2_80059,Response regulator receiver modulated diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S),100,97
MBURv2_80060,conserved exported protein of unknown function,66,72
MBURv2_80061,"Efflux transporter, RND family, MFP subunit",39,25
MBURv2_80062,Uncharacterized transporter HI_0895,38,32
MBURv2_80063,Transketolase domain protein,1555,1519
MBURv2_80064,fused DNA-binding response regulator in two-component regulatory system with GlnL: response regulator ; sigma54 interaction prot,68,48
MBURv2_80065,sensory histidine kinase in two-component regulatory system with GlnG,70,34
MBURv2_80066,glutamine synthetase,1072,1109
MBURv2_80067,"nitrogen assimilation regulatory protein for GlnL, GlnE, and AmtB",329,191
MBURv2_80068,conserved membrane protein of unknown function,320,220
MBURv2_80069,regulatory protein P-II for glutamine synthetase,813,725
MBURv2_80070,ammonium transporter,127,101
MBURv2_80071,CDP-alcohol phosphatidyltransferase,49,30
MBURv2_80072,conserved protein of unknown function,47,66
MBURv2_80073,NUDIX hydrolase,142,147
MBURv2_80074,Elongation factor P-like protein,226,239
MBURv2_80075,ATP-dependent DNA helicase RecQ,77,77
MBURv2_80076,Glutamate--cysteine ligase,59,70
MBURv2_80077,putative 5'-adenylylsulfate reductase (APS reductase) (cysH-like),17,19
MBURv2_80078,conserved protein of unknown function,109,100
MBURv2_80079,33 kDa chaperonin,120,104
MBURv2_80080,methionine sulfoxide reductase A,41,55
MBURv2_80081,2OG-Fe(II) oxygenase,64,81
MBURv2_80082,PAS sensor diguanylate cyclase and phophodiesterase,85,88
MBURv2_80083,putative M18 family aminopeptidase 2,60,70
MBURv2_80084,methionine sulfoxide reductase B,78,92
MBURv2_80085,conserved hypothetical protein,30,25
MBURv2_80086,putative oxaloacetate decarboxylase gamma chain,115,109
MBURv2_80087,conserved membrane protein of unknown function,40,45
MBURv2_80088,branched-chain amino acid transferase,277,258
MBURv2_80089,glutamine synthetase adenylyltransferase,71,72
MBURv2_80090,putative transporter subunit: membrane component of ABC superfamily,51,49
MBURv2_80091,putative transporter subunit: ATP-binding component of ABC superfamily,83,61
MBURv2_80092,Exopolyphosphatase,106,88
MBURv2_80093,conserved exported protein of unknown function,89,110
MBURv2_80094,Filamentous hemagglutinin family outer membrane protein,2034,2286
MBURv2_80095,FMN reductase (NADH) RutF,168,165
MBURv2_80096,Thioredoxin C-3,136,90
MBURv2_80097,putative chaperone-modulator protein CbpM,134,177
MBURv2_80098,"curved DNA-binding protein, DnaJ homologue that functions as a co-chaperone of DnaK",110,92
MBURv2_80099,conserved protein of unknown function,312,352
MBURv2_80100,"succinate dehydrogenase, FeS subunit",368,352
MBURv2_80101,"succinate dehydrogenase, flavoprotein subunit",345,305
MBURv2_80102,"Succinate dehydrogenase, hydrophobic membrane anchor protein",343,333
MBURv2_80103,Succinate dehydrogenase cytochrome b556 subunit,343,341
MBURv2_80104,conserved protein of unknown function,99,69
MBURv2_80105,Diguanylate cyclase,188,173
MBURv2_80106,protein of unknown function,123,59
MBURv2_80107,conserved protein of unknown function,413,351
MBURv2_80108,Asparagine synthetase,126,117
MBURv2_80109,"Glycosyl transferase, group 1 family protein",99,96
MBURv2_80110,Membrane-anchored group 1 glycosyltransferase protein,120,135
MBURv2_80111,"dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",56,40
MBURv2_80112,glucose-1-phosphate thymidylyltransferase,62,57
MBURv2_80113,"dTDP-4-deoxyrhamnose-3,5-epimerase",129,68
MBURv2_80114,conserved protein of unknown function,20,27
MBURv2_80115,putative Glycosyl transferase family 2,29,18
MBURv2_90001,conserved protein of unknown function,71,59
MBURv2_90002,conserved protein of unknown function,228,260
MBURv2_90003,conserved protein of unknown function,160,153
MBURv2_90004,conserved protein of unknown function,75,111
MBURv2_90005,protein of unknown function,0,0
MBURv2_100001,conserved protein of unknown function,21,24
MBURv2_100002,conserved protein of unknown function,6,15
MBURv2_100003,protein of unknown function,0,18
MBURv2_120001,conserved protein of unknown function,44,36
MBURv2_120002,transposase,0,0
MBURv2_120003,putative nucleotidyltransferase,71,112
MBURv2_120004,conserved protein of unknown function,64,58
MBURv2_120005,conserved protein of unknown function,50,57
MBURv2_120006,conserved protein of unknown function,228,175
MBURv2_120007,putative formyl transferase,250,220
MBURv2_120008,conserved protein of unknown function,150,178
MBURv2_120009,exported protein of unknown function,183,139
MBURv2_120010,Lipopolysaccharide biosynthesis protein,130,116
MBURv2_120011,putative Asparagine synthase (glutamine-hydrolyzing),224,186
